11,4,0,0,0,4,0,PC11,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Sciences économiques et sociales",Bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,2,"Troglodyte et sarcophage - 2 semaine(s)
Collège Saint Pierre - 1 semaine(s)",3,3,"Intersport - 1 mois
Kinougarde - 5 mois
K-Line - 2 mois",8,Je suis inscrite dans une licence d'Histoire avec la mention patrimoine et culture.,Je suis actuellement étudiante dans l'établissement de l'Université Catholique de l'Ouest d'Angers. ,"Au cours de ma première année, j'ai obtenu la moyenne de 13,37 pour le semestre 1 et de 13,87 pour le semestre 2. Par la suite, durant ma deuxième année de licence, j'ai obtenu la moyenne de 12,42 pour le semestre 3 et 12,83 pour le semestre 4. Enfin, pour mon semestre 5 en dernière année, j'ai obtenu la moyenne de 11,83. Au total, jusqu'à présent, j'ai obtenu une moyenne de 12,864.","Les trois cours qui me préparent le mieux à votre formation sont assez diversifiés. Tout d'abord, il y a l'histoire contemporaine, qui permet de comprendre le contexte politique actuel ainsi que les fondements de la République française et le fonctionnement de ses institutions politiques. Ensuite, le cours sur les institutions culturelles me permet de comprendre le fonctionnement politique de la culture en France. Enfin, le cours de droit sur le patrimoine et l'image ajoute à ma formation des éléments juridiques indissociables des sciences politiques.","Un avenir précis m’a toujours paru incertain, encore aujourd’hui. Néanmoins, quelques éléments distincts éclairent le chemin vers certaines voies professionnelles. Je suis consciente de l’orientation et de mes objectifs pour mon avenir professionnel. Plus précisément, je suis attiré par les secteurs des sciences politiques et de la culture. Les domaines du management culturel et des politiques publiques m’attirent particulièrement, bien que leur précision reste encore à affiner dans mon esprit. Quant aux types d’organisation ou d’entreprises que je recherche, une définition définitive ne s’est pas encore imposée à moi. Néanmoins, je nourris le désir de travailler au sein d’une entreprise qui exerce une influence régionale, nationale, voire internationale. Par ailleurs, j'aspire à rejoindre une entité ouverte sur le monde contemporain, ancrée dans les problématiques actuelles, et partageant mes valeurs, notamment celles relatives à l'égalité des femmes et des hommes."
12,4,0,0,0,4,0,PC12,France,Non,France,2019,Général,Littéraire (L),Bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,0,,0,0,,0,Licence 3 droit - UPEC,UPEC,"9.892 / 10.34 / 10.872 / 10.612 / 9,409 = 10,089",Sciences politiques / Histoire de la formation politique de l'UE / Droit constitutionnel,Collaborateurs d'élus
13,17,13,0,0,4,0,PC13,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Mathématiques",Bien,Fournis traduits - Le semestre 5 a été réalisé en échange universitaire à l'Université d'Édimbourg.,Oui,Non,Non,,Non,2021-2022,Licence,1ère année,Non,Humanités,"Humanités, Droit, Economie, Gestion","15,3","15,658",Université Paris-X (Paris 10) (Université Paris Nanterre) - 92001 - Nanterre,Non,1,LES PLASTIKEUSES - 1 semaine(s),1,4,"Parkours - 5 mois
Mairie de Rueil Malmaison - 1 mois
TECHER Eric - 5 mois
Université Paris Nanterre - 2 mois",13,"Double diplôme - Licence Humanité (mention Droit, Économie, Gestion), spécialisation Sciences Politiques et diplôme d’Université Cultures, Langues et Rhétorique",À l’Université Paris Nanterre,"S1 : 15,40/20
S2 : 15,41/20
S3 : 15,77/20
S4 : 13,61/20
S5 : 14,27/20
Moyenne aux cinq semestres cumulés : 14,90/20
","- Philosophie de l'environnement
- Questions internationales 2
- What's up Doc? Introducing Animation Studies","Compte tenu de mes expériences et de mes intérêts personnels, j’envisage différents parcours professionnels.

Tout d’abord, je souhaiterais être responsable de projets culturels, notamment dans des lieux d’occupation temporaire comme les friches. En effet, j’ai développé de mon côté un intérêt certain pour les lieux abandonnés, l’exploration urbaine. Je suis très intéressée par la façon dont on peut habiter à nouveau ces espaces.

Je souhaiterais également participer à la conception de projets dans l’espace public, réfléchir à la façon dont on peut l’agencer afin d’encourager le lien social et transmettre une sensibilité artistique et culturelle.
 
Enfin, je souhaiterais encourager la création artistique dans le milieu montagnard à travers l’organisation de résidences artistiques. En effet, en lien avec mon projet de mémoire autour de la marche comme vecteur d’action artistique et culturelle dans l’espace public, je souhaiterais envisager ces territoires parfois reculés comme partie prenante de l’espace public, des espaces de création artistique à part entière. Ces résidences artistiques pourraient se développer de différentes façon, la marche pourrait être au centre de la pratique en imaginant par exemple une résidence artistique en itinérance et bivouac."
14,0,0,0,0,0,0,PC14,France,Non,France,2021,Général,"Mathématiques|Histoire géographie, géopolitique et sciences politiques",Sans mention,Fournis,Non,Non,Non,,Non,,,,,,,,,,,0,,0,0,,0,licence de sciences humaines et sociale ,Université paris cité,"S1 : 13,325
S2 : 12,046
S3 : 12,286
S4 : 12,27
S5 : 12,1
Moyenne total aux cinq semestres de licences cumulés : 12,4054",Anthropologie de l'interculturel ; Anthropologie politique ; Sociologie contemporaine  ,travailler dans une ONG après avoir exercé dans la recherche 
15,0,0,0,0,0,0,PC15,France,Non,France,2017,Professionnel,Bacs professionnels tertiaires,Assez bien,"Fournis partiellement - Les relevés de notes de ma première année de droit et d'histoire sont égarés. Aucun duplicata n'est fournis par l'UFR. Je n'ai que ceux de la 2eme et 3eme années. Ne réussissant pas a téléverser plusieurs relevés, j'ai trouvé judicieux de vous transmettre en priorité celui du 1er semestre de la 3eme année avec la mention admis. ",Non,Non,Non,,Non,,,,,,,,,,,0,,0,1,College leon jouhaux - 60 mois,60,histoire,sorbonne paris nord,"Semestre 3 : 10,13 / 4:10,18 / 5: 11,91. Je n'ai plus le releve de note de ma premiere année ",Histoire contemporaine,enseignant ou dans la diplomatie
16,4,0,0,0,4,0,PC16,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Sciences économiques et sociales",Très bien avec les félicitations du jury,"Fournis partiellement - Le semestre 6 n'ayant pas été terminé, je me trouve dans l'incapacité de vous faire parvenir le relevé de notes de ce semestre ainsi que celui de l'année entière de troisième année de licence.",Oui,Non,Non,,Non,,,,,,,,,,,2,"Région Normandie - 4 semaine(s)
GIC - CCI DE NORMANDIE - 4 semaine(s)",8,0,,0,"Licence droit, économie, gestion 
Mention science politique
Parcours Étude politique européenne
",European School of Politics and Social Sciences (ESPOL) - Université Catholique de Lille,"13,836","Images et scènes du politique : la souveraineté
Politics of European Identity & Culture
Dossier de Recherche","Métier dans le Journalisme
Métier de la Recherche"
17,4,0,0,0,4,0,PC17,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Sciences économiques et sociales",Assez bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,1,POLICE NATIONALE  - 1 semaine(s),1,2,"Domaine Le Château d'Avrillé  - 2 mois
Domaine Le Château d'Avrillé  - 2 mois",4,Licence de Sciences politiques ,Université de Picardie Jules Verne ,"semestre 1 : 10,175
semestre 2 : 10,310
semestre 3 : 10,232
semestre 4 : 10,072
semestre 5 : 10,025
moyenne totale : 10,161
","Au sein de ma troisième année de licence, plusieurs matières ont marqué mon apprentissage : Premièrement le cours de théorie politique retraçant une analyse philosophique des enjeux et compétences politiques. Deuxièmement le cours d'Histoire politique abordant la question de l'immigration sous tous ses angles. Enfin, mon cours de politique et religion aborde l'image politique et sociale de la religion dans les différentes sociétés. ","Je souhaite à l’avenir exercer dans le secteur de la communication, du conseil et de la stratégie politique. Ayant un fort intérêt pour l’analyse des situations, la transmission et l’expression orale, j’aspire à travailler dans une organisation internationale, un ministère ou dans les renseignements français en qualité de conseillère ou d’analyste diplomatique.
"
18,4,0,0,0,4,0,PC18,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Sciences économiques et sociales",Bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,1,Assemblée Nationale  - 7 semaine(s),7,1,Ligue de Paris-Île-de-France de football  - 65 mois,65,"Licence DEG - mention Sciences sociales, parcours Science politique, Relations internationales et enjeux sociétaux ",Institut catholique de Paris ,"Semestre 1 : 12,83
Semestre 2 : 12,32
Semestre 3 : 14 
Semestre 4 : 12,22
Semestre 5 : 13,79
Total : 13,16","Les trois cours qui me préparent le mieux au parcours de Science politique ""Culture et politique : mots, images et théories"" sont : le cours de Pensées politiques contemporaines, celui de sociologie de la violence et celui de non-violence et politique. ","À la suite de ce Master, je souhaite travailler en tant que collaborateur parlementaire. L'aspect pluridisciplinaire de celui-ci est un grand avantage dans mon parcours professionnel, dans le cadre d'un poste demandant une grande aisance sur de multiples sujets, comme j'ai pu en témoigner au cours de mon stage à l'Assemblée Nationale."
19,1,1,0,0,0,0,PC19,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Sciences économiques et sociales",Assez bien,Fournis partiellement - Le semestre 6 étant en cours je n'ai pas accès à la totalité de mon relevé de notes.,Non,Non,Non,,Non,2021-2022,Licence,1ère année,Non,Humanités,"Droit, économie, gestion","10,298","11,219",Université Paris-X (Paris 10) (Université Paris Nanterre) - 92001 - Nanterre,Non,0,,0,2,"Direction Départementale des Territoires et de la Mer - 3 mois
Direction Départementale des Territoires et de la Mer - 3 mois",6,"Je suis inscrite dans un double diplôme Humanités avec un parcours en « Droit, Économie, Gestion » et un Diplôme Universitaire en « Cultures, Langues et Rhétorique » au sein de l’université Paris Nanterre",Université Paris Nanterre,"11,05","En L3, j'ai pu suivre grâce à mon option ""Science Politique"" certaines matières ont développé un aspect transnational des politiques contemporaines. Un cours suivi au semestre 2, « Questions internationales approfondies"" qui abordait les enjeux des révolutions au Moyen-Orient dans les années 2000-2010 en appuyant sur la vision européanocentrée. Également à travers « Histoire mondiales des idées politiques » où plusieurs axes ont été abordés, notamment l’idée du panafricanisme. A travers la « Sociologie de la décision », il a été intéressant de voir comment s’organise le choix politique des décideurs","J'aspire à une carrière professionnels en tant que chargé de mission dans une ONG, notamment dans le domaine de la sauvegarde du patrimoine. "
20,4,0,0,0,4,0,PC20,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Sciences économiques et sociales",Assez bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,0,,0,1,Mairie de Bois-Colombes - 7 mois,7,"Sciences sociales - Parcours Science politique, Relations internationales et enjeux sociétaux",Institut Catholique de Paris,"S1 : 10,41 / S2 : 10,46 / S3 : 10,24 / S4 : 11, 33 / S5 : 12,08. 
Moyenne totale aux cinq semestres : 10,9. ","Analyse des politiques publiques  ;  Sociologie de la culture, des médias et du numérique (semestre 6) ; Médias et politique (semestre 6). ","Acteur de la décision publique au sein d'un organisme national et transnational (Ministère de la Culture, Organisation internationale comme la Francophonie, non-gouvernementale, ...) notamment sur la construction sociale et les relations de la France avec les populations originaires de pays africains francophones."
21,0,0,0,0,0,0,PC21,France,Non,France,2019,Général,Littéraire (L),Assez bien,"Fournis - Ma note d'anglais de semestre 6 de l'année 2023-2024 ne reflète pas mes compétences, l'un des membres de mon groupe d'exposé a triché et nous a du même coup tous pénalisés, en témoigne ma note au TOEIC.",Non,Non,Non,,Non,,,,,,,,,,,2,"Historia Magazine - 12 semaine(s)
franceinfo - Radio France - 26 semaine(s)",38,1,Restaurant Ramdam - 3 mois,3,En bi-licence d'Histoire et de Science Politique,L'Institut Catholique de Paris,"Hypokhâgne S1 : 8,14
Hypokhâgne S2 : 8,77
Khâgne S3 : 9,44
Khâgne S4 : 9,11
L3 S5 : 11,3

","Les cours de sociologie politique, théorie du droit, et relations internationales, sont les cours qui me préparent le mieux à votre master.",Chercheur.se dans le domaine de la sociologie politique.
22,4,0,0,0,4,0,PC22,France,Non,France,2018,Général,Economique et social (ES),Assez bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,0,,0,2,"L'Etat - 8 mois
Adidas - 2 mois",10,science politique,Université Picardie Jules Verne,"1: 10.5
2: 10.4
3: 10.9
4: 10.2
5 : 11.5","Histoire de la pensée politique : Ce cours m'a offert une vision panoramique des grands courants de la pensée politique à travers les siècles. En étudiant les textes fondateurs et les grands penseurs politiques, j'ai développé une solide compréhension des concepts et des idées qui ont façonné le paysage intellectuel et politique. Cette base historique et conceptuelle est essentielle pour analyser les discours contemporains à la lumière de leur héritage théorique.

Sociologie politique : Cette matière m'a permis d'approfondir ma compréhension des dynamiques sociales et politiques qui structurent les sociétés contemporaines. En étudiant les concepts clés de la sociologie politique tels que le pouvoir, la légitimité et la participation, j'ai acquis une perspective analytique précieuse pour étudier les interactions entre la culture, les institutions et les comportements politiques.

Sociologie des médias : Cette matière m'a offert une perspective sociologique sur le fonctionnement des médias et leur rôle dans la construction de la réalité sociale et politique. J'ai appris à décoder les logiques de production et de diffusion de l'information, ainsi qu'à identifier les biais idéologiques présents dans les médias de masse. Cette compréhension est cruciale pour analyser les représentations politiques dans les médias et comprendre leur impact sur la société.","Chargé de communication politique, je pense que Fort de ma compréhension approfondie des mécanismes de communication politique et de mon expérience dans l'analyse des discours politiques, je suis motivé à occuper des postes de chargé de communication politique au sein de partis politiques, d'institutions publiques ou de campagnes électorales. Je suis convaincu que ma capacité à décrypter les messages politiques et à élaborer des stratégies de communication efficaces sera un atout précieux dans ce domaine."
23,4,0,0,0,4,0,PC23,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Langues, littératures et cultures étrangères et régionales	",Très bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,2,"Centre Pompidou  - 2 semaine(s)
Musée e la Carte à Jouer d'Issy le Moulineaux - 4 semaine(s)",6,1,Mairie de Zirndorf en Allemagne  - 1 mois,1,Licence de Science Politique,Université Paris Nanterre,"Total: 13,6
Semestre1: 12,372
Semestre2: 13,306
Semestre3: 14
Semestre4: 14,315
Semestre5: 13,9","Action publique 
Communication Politique 
Questions internationales",Chargé de projets dans une institution culturelle publique ou privée. 
24,4,0,0,0,4,0,PC24,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Mathématiques",Assez bien,Fournis - Ce fichier contient les notes des 5 semestres effectués à présent (les 4 premiers à l'université Sorbonne Paris Nord et le 5ème à l'université Alma Mater de Bologne),Oui,Non,Non,,Non,,,,,,,,,,,1,Tisseco: Association Solidaire - 6 semaine(s),6,1,Amnesty International - 28 mois,28,Licence Science Politique parcours Sociologie,Université Sorbonne Paris Nord,"1: 11,69                   5:ERASMUS à Bologne (24/30 équivalent 14/20)
2:13,06                   Moyenne de niveau: 13,7
3:14,21
4:13,72          ","Europe in the World History, Social Innovation as a response to social problems, Science politique",Directeur de musée/ Catégorie A au ministère de la culture ou Responsable du pole culturel dans une ONG (comme Amnesty International chez qui je suis bénévole depuis 2021)
25,4,0,0,0,4,0,PC25,France,Non,France,2021,Général,"Sciences économiques et sociales|Histoire géographie, géopolitique et sciences politiques",Assez bien,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,1,"SARL DV2G-Théâtres Trianon, Victoire et Molière-Bordeaux  - 4 semaine(s)",4,1,La plaine Commune - 11 mois,11,Licence Lettres et Arts,Université Paris-Cité,"12,4","-  Image: Muséologie et politique culturelle 
- Esthetique: Evolution du statut et de la place de l'art et des oeuvres d'art, entre hier et aujourd'hui
- Ouverture théorique",Faire de la médiation culturelle au sein de l'institut français dans une antenne à l'étranger
26,0,0,0,0,0,0,PC26,Algérie,Non,France,1996,TITRE ETRANGER ADMIS EN EQUIVALENCE,,,Fournis traduits,Non,Non,Non,,Non,,,,,,,,,,,0,,0,0,,0,"Licence Droit
Licence philosophie
Master philosophie politique","université de Constantine ( Algérie)
Université Paris 8","Licence droit: 10,50",mes cours étaient en Droit et en Philosophie,"association, organisations et établissements culturelles, "
27,4,0,0,0,4,0,PC27,France,Non,France,2021,Général,"Histoire géographie, géopolitique et sciences politiques|Sciences économiques et sociales",Bien,Fournis - Je suis passé directement d'une L1 de Sciences sociales à une L2 de Science Politique grâce à une passerelle sur dossier.,Oui,Non,Non,,Non,,,,,,,,,,,1,CABINET DU DÉPUTÉ THOMAS PORTES - 3 semaine(s),3,1,"NGO ""AMKAS Nepal"" à Kathmandu - 2 mois",2,Science Politique,Paris 1 Panthéon-Sorbonne,"13,77 ; 13,417 ; 10,461 ; 10,62 ; 11,404 = 11,93","Théorie de la communication
Histoire comparée de la représentation politique 
Organisation de l'Etat et action publique",Chargé de communication
28,0,0,0,0,0,0,PC28,Italie,Non,France,2020,TITRE ETRANGER ADMIS EN EQUIVALENCE,,,Fournis,Non,Non,Non,,Non,,,,,,,,,,,1,Lire pour en sortir  - 4 semaine(s),4,1,Bigmamma - 16 mois,16,Science Politique parcours Sociologie politique ,Université Sorbonne Paris Nord ,"S1: 12.276
S2:12.462
S3: 12:553
S4:12.193
S5:11.773

moyenne totale: 12,2514","actions collectives et mouvements sociaux 
transformations de les démocraties 
sociologie de l'exclusion  ",chercheuse en sciences sociales
29,0,0,0,0,0,0,PC29,France,Non,France,2020,Général,Scientifique (S),Sans mention,Fournis,Non,Non,Non,,Non,,,,,,,,,,,0,,0,1,Mairie d'Epinay-sur-Seine - 48 mois,48,Licence en histoire,Paris I Panthéon Sorbonne,11 de moyenne sur les 3 semestres cumulés,"Histoire des relations internationales à l'époque moderne, Histoire des relations internationales à l'époque contemporaine, Sociologie politique.",J'aimerais m'orienter vers les métiers de la diplomatie 
30,4,0,0,0,4,0,PC30,France,Non,France,2017,Général,Scientifique (S),Sans mention,Fournis,Oui,Non,Non,,Non,,,,,,,,,,,1,La Communauté Inavouable  - 26 semaine(s),26,5,"Mad'amiko - 1 mois
Shahat Morsi Club - 12 mois
La Bellevilloise - 24 mois
Wecasa - 2 mois
La Communauté Innavouable  - 6 mois",45,Sciences sociales et politiques parcours relations internationales ,ICP,"13,5","Sociologie de l'art, Sociologie de la violence et Mondialisation : influence des normes sociales et politiques ","dans le cadre de mon projet professionnel, j'aspire à créer un collectif d'artistes multidisciplinaires issus de divers horizons culturels. Je crois fermement à la puissance de la collaboration interdisciplinaire pour générer des idées novatrices et des perspectives riches. En réunissant des artistes, des créateurs et des militants de différentes cultures et disciplines, nous pourrons enrichir nos projets culturels en intégrant une diversité d'expressions artistiques et de points de vue. Ce collectif visera à être un espace inclusif où les voix marginalisées, y compris celles des femmes maghrébines, pourront être entendues et célébrées. Ensemble, nous pourrons travailler à créer des projets culturels et artistiques qui reflètent la richesse de nos identités et qui contribuent à un changement social positif.

En résumé, mon projet professionnel vise à transformer mes connaissances théoriques en actions concrètes, en mobilisant les ressources et les partenariats nécessaires pour créer un impact positif et durable dans la vie des femmes maghrébines en France. Je suis déterminée à jouer un rôle actif dans la promotion de l'inclusion, du respect des diversités culturelles et de l'autonomie des femmes dans le domaine culturel et artistique.
"
